atmosphericpressure,winddirection,windspeed,gust,waveheight,waveperiod,meanwavedirection,hmax,airtemperature,dewpoint,seatemperature,salinity,relativehumidity,date
1019.6857142857144,130.0,10.733333333333333,16.25,1.2066666666666668,6.2,,,12.633333333333333,9.1,9.78,,79.0,2003-04-16
1026.1833333333334,120.0,12.208333333333334,18.95833333333333,1.6041666666666667,8.125,,,13.266666666666667,8.133333333333333,9.856521739130434,,71.33333333333333,2003-04-17
1030.6727272727271,107.5,13.291666666666666,20.625,1.3041666666666667,6.782608695652174,,,12.945833333333333,6.826086956521739,9.991304347826087,,66.58333333333333,2003-04-18
1025.5304347826086,108.2608695652174,11.347826086956522,19.217391304347824,1.1434782608695653,6.434782608695652,,,11.41904761904762,5.642857142857143,10.069565217391304,,67.77272727272727,2003-04-19
1017.3333333333334,67.3913043478261,13.91304347826087,22.0,1.4541666666666666,6.478260869565218,,,9.195833333333333,5.129166666666666,10.029166666666669,,75.75,2003-04-20
1010.475,77.08333333333333,8.166666666666666,14.08695652173913,1.1708333333333334,6.75,,,8.733333333333334,4.670833333333333,9.970833333333331,,75.70833333333333,2003-04-21
1013.0166666666668,248.33333333333331,6.375,10.75,0.875,5.958333333333333,,,9.379166666666666,6.666666666666667,10.075,,83.08333333333333,2003-04-22
1017.0583333333334,112.91666666666669,8.291666666666666,12.916666666666666,0.65,5.083333333333333,,,10.745833333333334,7.041666666666667,10.245833333333334,,78.125,2003-04-23
1010.6521739130436,114.16666666666669,17.666666666666668,25.25,1.0416666666666667,4.75,,,10.421739130434782,6.527272727272727,9.979166666666666,,76.9090909090909,2003-04-24
999.5391304347826,128.75,18.772727272727277,26.30434782608696,1.15,5.041666666666667,,,10.366666666666667,8.28695652173913,9.852173913043478,,87.17391304347827,2003-04-25
989.6583333333332,176.52173913043478,21.0,29.608695652173918,1.4708333333333332,5.083333333333333,,,10.475,8.0125,9.9375,,84.70833333333333,2003-04-26
993.0666666666668,221.25,15.0,21.58333333333333,1.4166666666666667,5.458333333333333,,,10.491666666666667,7.9375,10.166666666666666,,84.25,2003-04-27
990.9,197.08333333333331,7.833333333333333,12.304347826086955,1.1208333333333331,6.25,,,9.6625,7.191666666666666,10.229166666666666,,84.625,2003-04-28
997.0916666666668,156.8181818181818,8.26086956521739,13.0,1.1125,7.041666666666667,,,10.05,7.133333333333334,10.233333333333333,,82.0,2003-04-29
998.0521739130436,205.0,6.291666666666667,11.391304347826088,1.382608695652174,7.833333333333333,,,9.441666666666666,6.808333333333334,10.445833333333333,,83.6086956521739,2003-04-30
1005.3583333333332,313.0434782608696,7.826086956521739,16.391304347826086,1.4083333333333334,6.916666666666667,,,10.05,6.025,10.608333333333334,,76.25,2003-05-01
1005.225,275.4166666666667,10.125,15.583333333333334,1.1875,5.75,,,9.670833333333333,4.7125,10.583333333333332,,71.29166666666667,2003-05-02
1002.895652173913,182.91666666666663,19.39130434782609,29.30434782608696,1.508695652173913,5.2727272727272725,,,9.966666666666669,7.48695652173913,10.391666666666667,,84.56521739130434,2003-05-03
998.9166666666666,268.3333333333333,10.458333333333334,17.0,1.6458333333333333,6.541666666666667,,,9.183333333333334,6.204166666666667,10.275,,82.0,2003-05-04
1007.391304347826,294.1666666666667,21.166666666666668,30.95833333333333,3.4125,8.083333333333334,,,9.095833333333331,5.3,10.039130434782608,,77.1304347826087,2003-05-05
1019.5272727272728,260.0,15.136363636363637,23.38095238095238,2.376190476190476,7.05,,,9.955,5.5,10.022727272727272,,74.10526315789474,2003-05-06
1012.7416666666668,201.66666666666663,21.916666666666668,32.583333333333336,2.8208333333333333,7.541666666666667,,,10.233333333333334,6.856521739130435,10.033333333333331,,80.47826086956522,2003-05-07
1016.7739130434784,252.08333333333331,17.958333333333332,28.0,3.6666666666666665,8.541666666666666,,,9.645833333333334,5.178260869565217,9.841666666666669,,73.82608695652173,2003-05-08
1013.6833333333334,234.58333333333331,17.5,26.782608695652176,2.591666666666667,7.208333333333333,,,8.8,4.533333333333333,10.116666666666664,,74.79166666666667,2003-05-09
1010.6,218.33333333333331,17.458333333333332,26.52173913043478,2.4954545454545456,7.0,,,9.26086956521739,5.660869565217391,10.252173913043478,,78.21739130434783,2003-05-10
1008.3304347826088,226.95652173913044,15.0,24.82608695652174,2.034782608695652,6.652173913043479,,,8.773913043478261,4.878260869565217,10.221739130434782,,76.43478260869566,2003-05-11
1010.325,275.0,17.333333333333332,27.875,2.15,6.625,,,8.969565217391304,4.21304347826087,10.208333333333334,,72.08695652173913,2003-05-12
1018.3916666666668,313.9130434782609,17.666666666666668,26.30434782608696,2.5130434782608697,6.958333333333333,,,9.61304347826087,4.9,10.156521739130437,,72.63636363636364,2003-05-13
1024.0782608695652,196.25,6.75,12.454545454545457,2.008695652173913,7.260869565217392,,,9.55,3.0541666666666667,10.508333333333333,,64.04166666666667,2003-05-14
